name:created_at:district_id:id
romogi:"2023-03-14T23:44:26.470+03:00":8d3f58b7-95d4-495f-a939-c49ff7fca442:36f5dc64-abc8-47f6-a754-09dfe4eead1c
kululu:"2023-03-14T23:50:32.695+03:00":ca15f466-2817-4c3a-a905-433ae9c7c391:cd788a8e-29eb-4c79-b66d-de52c814d0e2
odupi:"2023-03-14T23:51:50.629+03:00":1245ebed-23cf-4548-b876-587d9b4f1237:9ad88735-5c73-44cd-9072-f0c082285464
oduparaka:"2023-03-14T23:52:51.216+03:00":1ee984a3-1eee-4b4d-82e7-db7ad6f5bc01:ac238be5-c3e2-40fd-9fb2-5d295618e286
rigbo:"2023-03-16T10:03:54.127+03:00":5dff76bb-3254-4d50-9b9b-c3b787597a01:3dcd9f2c-6f22-4af9-b381-1ef429129f9c
