name,scheme_id,created_at,id
yumbe,c5fab09f-ed1d-4267-a3f9-08b28b8fa979,2023-03-14 20:44:26.470,f0c1cc94-acd0-4863-9106-d1ef5fd756de
yumbe,ee6300f1-f513-43a6-b367-e6ce08c3454e,2023-03-14 20:50:32.695,ca66fc3e-d43b-4496-b1a5-bf07d93d6b56
terego,13cfc89c-3cb7-4942-a730-f9afae036782,2023-03-14 20:51:50.629,0ee0c10d-4576-4e6d-ad78-7ffa46922884
arua,0cc1f5a3-2bf6-4506-8a63-e0691d9f953a,2023-03-14 20:52:51.216,d1d7c058-1767-4ff1-b9ff-d46a1838e641
madi,535af1c0-c279-4dff-b5c9-d7f6c61f786d,2023-03-16 07:03:54.127,f1cb4549-5fa5-4cc8-9926-ab9982c68fb6
