name,created_at,district_id,id
romogi,2023-03-14 20:44:26.470,f0c1cc94-acd0-4863-9106-d1ef5fd756de,52de8baf-0771-4163-95fd-cf8633376b15
kululu,2023-03-14 20:50:32.695,ca66fc3e-d43b-4496-b1a5-bf07d93d6b56,57a06848-9916-448d-a6ef-ac2e14e68e25
odupi,2023-03-14 20:51:50.629,0ee0c10d-4576-4e6d-ad78-7ffa46922884,5d065942-22bf-45f8-966d-2922cfe02057
oduparaka,2023-03-14 20:52:51.216,d1d7c058-1767-4ff1-b9ff-d46a1838e641,09ab0b97-8be5-4869-9143-8f8bcaf8b505
rigbo,2023-03-16 07:03:54.127,f1cb4549-5fa5-4cc8-9926-ab9982c68fb6,bcf97575-3fe2-4b2b-a069-d516b80f8452
